"","Region","Reef","Genus","Species","Phase","TL","Bites","min","sec","time","Bite.rate","dataset","sp","UVC","FG"
"431","Aceh","P Weh","Scarus","viridifucatus","",19,153,3,1,"00:03:01",50.71823204,"indonesia","Scarus viridifucatus","TRUE","Herbivore Scraper"
"432","Aceh","P Weh","Scarus","viridifucatus","",26,116,3,0,"00:03:00",38.66666667,"indonesia","Scarus viridifucatus","TRUE","Herbivore Scraper"
"433","Aceh","P Weh","Scarus","viridifucatus","",15,130,3,0,"00:03:00",43.33333333,"indonesia","Scarus viridifucatus","TRUE","Herbivore Scraper"
"434","Aceh","P Weh","Scarus","viridifucatus","",15,165,3,2,"00:03:02",54.3956044,"indonesia","Scarus viridifucatus","TRUE","Herbivore Scraper"
"435","Aceh","P Weh","Scarus","viridifucatus","",17,143,3,4,"00:03:04",46.63043478,"indonesia","Scarus viridifucatus","TRUE","Herbivore Scraper"
"436","Aceh","P Weh","Scarus","viridifucatus","",20,181,3,3,"00:03:03",59.3442623,"indonesia","Scarus viridifucatus","TRUE","Herbivore Scraper"
"437","Aceh","P Weh","Scarus","viridifucatus","",16,177,3,34,"00:03:34",49.62616822,"indonesia","Scarus viridifucatus","TRUE","Herbivore Scraper"
"438","Aceh","P Weh","Scarus","viridifucatus","",24,158,3,8,"00:03:08",50.42553191,"indonesia","Scarus viridifucatus","TRUE","Herbivore Scraper"
"439","Aceh","P Weh","Scarus","viridifucatus","",23,136,3,9,"00:03:09",43.17460317,"indonesia","Scarus viridifucatus","TRUE","Herbivore Scraper"
"440","Aceh","P Weh","Scarus","viridifucatus","",14,129,3,1,"00:03:01",42.76243094,"indonesia","Scarus viridifucatus","TRUE","Herbivore Scraper"
"441","Aceh","P Weh","Scarus","viridifucatus","",18,203,3,18,"00:03:18",61.51515152,"indonesia","Scarus viridifucatus","TRUE","Herbivore Scraper"
"442","Aceh","P Weh","Scarus","viridifucatus","",26,124,3,14,"00:03:14",38.35051546,"indonesia","Scarus viridifucatus","TRUE","Herbivore Scraper"
"443","Aceh","P Weh","Scarus","viridifucatus","",22,160,3,0,"00:03:00",53.33333333,"indonesia","Scarus viridifucatus","TRUE","Herbivore Scraper"
"444","GBR","Lizard","Cetoscarus","bicolor","IP",24,31,3,4,"00:03:04",10.10869565,"gbr","Cetoscarus bicolor","TRUE","Herbivore Scraper"
"445","GBR","Lizard","Cetoscarus","bicolor","TP",48,13,3,34,"00:03:34",3.644859813,"gbr","Cetoscarus bicolor","TRUE","Herbivore Scraper"
"446","GBR","Lizard","Cetoscarus","bicolor","IP",22,28,3,7,"00:03:07",8.983957219,"gbr","Cetoscarus bicolor","TRUE","Herbivore Scraper"
"447","GBR","Lizard","Cetoscarus","bicolor","IP",38,18,3,2,"00:03:02",5.934065934,"gbr","Cetoscarus bicolor","TRUE","Herbivore Scraper"
"448","GBR","Lizard","Cetoscarus","bicolor","IP",41,16,3,1,"00:03:01",5.303867403,"gbr","Cetoscarus bicolor","TRUE","Herbivore Scraper"
"449","GBR","Lizard","Cetoscarus","bicolor","IP",44,13,3,5,"00:03:05",4.216216216,"gbr","Cetoscarus bicolor","TRUE","Herbivore Scraper"
"450","GBR","Lizard","Cetoscarus","bicolor","IP",22,17,3,19,"00:03:19",5.125628141,"gbr","Cetoscarus bicolor","TRUE","Herbivore Scraper"
"451","GBR","Lizard","Cetoscarus","bicolor","IP",30,20,3,2,"00:03:02",6.593406593,"gbr","Cetoscarus bicolor","TRUE","Herbivore Scraper"
"452","GBR","Lizard","Cetoscarus","bicolor","IP",22,12,3,0,"00:03:00",4,"gbr","Cetoscarus bicolor","TRUE","Herbivore Scraper"
"453","GBR","Lizard","Cetoscarus","bicolor","IP",19,25,3,0,"00:03:00",8.333333333,"gbr","Cetoscarus bicolor","TRUE","Herbivore Scraper"
"454","GBR","Lizard","Cetoscarus","bicolor","IP",27,23,3,4,"00:03:04",7.5,"gbr","Cetoscarus bicolor","TRUE","Herbivore Scraper"
"455","GBR","Lizard","Cetoscarus","bicolor","TP",60,8,3,11,"00:03:11",2.513089005,"gbr","Cetoscarus bicolor","TRUE","Herbivore Scraper"
"456","GBR","Lizard","Cetoscarus","bicolor","IP",48,11,3,0,"00:03:00",3.666666667,"gbr","Cetoscarus bicolor","TRUE","Herbivore Scraper"
"457","GBR","Lizard","Cetoscarus","bicolor","IP",37,15,3,9,"00:03:09",4.761904762,"gbr","Cetoscarus bicolor","TRUE","Herbivore Scraper"
"458","GBR","Lizard","Cetoscarus","bicolor","IP",34,24,3,3,"00:03:03",7.868852459,"gbr","Cetoscarus bicolor","TRUE","Herbivore Scraper"
"459","GBR","Lizard","Cetoscarus","bicolor","IP",36,19,3,5,"00:03:05",6.162162162,"gbr","Cetoscarus bicolor","TRUE","Herbivore Scraper"
"460","GBR","Lizard","Cetoscarus","bicolor","IP",30,28,3,0,"00:03:00",9.333333333,"gbr","Cetoscarus bicolor","TRUE","Herbivore Scraper"
"461","GBR","Lizard","Cetoscarus","bicolor","TP",55,11,3,12,"00:03:12",3.4375,"gbr","Cetoscarus bicolor","TRUE","Herbivore Scraper"
"462","GBR","Lizard","Cetoscarus","bicolor","IP",35,19,3,0,"00:03:00",6.333333333,"gbr","Cetoscarus bicolor","TRUE","Herbivore Scraper"
"463","GBR","Lizard","Cetoscarus","bicolor","IP",24,23,3,3,"00:03:03",7.540983607,"gbr","Cetoscarus bicolor","TRUE","Herbivore Scraper"
"464","GBR","Lizard","Cetoscarus","bicolor","IP",40,11,3,0,"00:03:00",3.666666667,"gbr","Cetoscarus bicolor","TRUE","Herbivore Scraper"
"465","GBR","Lizard","Cetoscarus","bicolor","TP",48,9,3,7,"00:03:07",2.887700535,"gbr","Cetoscarus bicolor","TRUE","Herbivore Scraper"
"466","GBR","Lizard","Cetoscarus","bicolor","IP",29,23,3,5,"00:03:05",7.459459459,"gbr","Cetoscarus bicolor","TRUE","Herbivore Scraper"
"467","GBR","Lizard","Cetoscarus","bicolor","IP",37,10,3,0,"00:03:00",3.333333333,"gbr","Cetoscarus bicolor","TRUE","Herbivore Scraper"
"468","GBR","Lizard","Cetoscarus","bicolor","TP",43,9,3,4,"00:03:04",2.934782609,"gbr","Cetoscarus bicolor","TRUE","Herbivore Scraper"
"469","GBR","Lizard","Cetoscarus","bicolor","IP",27,25,3,6,"00:03:06",8.064516129,"gbr","Cetoscarus bicolor","TRUE","Herbivore Scraper"
"470","GBR","Lizard","Cetoscarus","bicolor","IP",23,36,3,1,"00:03:01",11.93370166,"gbr","Cetoscarus bicolor","TRUE","Herbivore Scraper"
"471","GBR","Lizard","Cetoscarus","bicolor","IP",35,13,3,0,"00:03:00",4.333333333,"gbr","Cetoscarus bicolor","TRUE","Herbivore Scraper"
"472","GBR","Lizard","Cetoscarus","bicolor","IP",49,12,3,2,"00:03:02",3.956043956,"gbr","Cetoscarus bicolor","TRUE","Herbivore Scraper"
"473","GBR","Lizard","Cetoscarus","bicolor","TP",58,8,3,2,"00:03:02",2.637362637,"gbr","Cetoscarus bicolor","TRUE","Herbivore Scraper"
"474","GBR","Lizard","Chlorurus","bleekeri","TP",23,13,3,23,"00:03:23",3.842364532,"gbr","Chlorurus bleekeri","TRUE","Herbivore Scraper"
"475","GBR","Lizard","Chlorurus","bleekeri","IP",21,57,3,2,"00:03:02",18.79120879,"gbr","Chlorurus bleekeri","TRUE","Herbivore Scraper"
"476","GBR","Lizard","Chlorurus","bleekeri","TP",25,28,3,2,"00:03:02",9.230769231,"gbr","Chlorurus bleekeri","TRUE","Herbivore Scraper"
"477","GBR","Lizard","Chlorurus","bleekeri","IP",22,44,3,3,"00:03:03",14.42622951,"gbr","Chlorurus bleekeri","TRUE","Herbivore Scraper"
"478","GBR","Lizard","Chlorurus","bleekeri","TP",15,63,3,8,"00:03:08",20.10638298,"gbr","Chlorurus bleekeri","TRUE","Herbivore Scraper"
"479","GBR","Lizard","Chlorurus","bleekeri","IP",26,27,3,3,"00:03:03",8.852459016,"gbr","Chlorurus bleekeri","TRUE","Herbivore Scraper"
"480","GBR","Lizard","Chlorurus","bleekeri","IP",16,58,3,0,"00:03:00",19.33333333,"gbr","Chlorurus bleekeri","TRUE","Herbivore Scraper"
"481","GBR","Lizard","Chlorurus","bleekeri","IP",23,34,3,5,"00:03:05",11.02702703,"gbr","Chlorurus bleekeri","TRUE","Herbivore Scraper"
"482","GBR","Lizard","Calotomus","carolinus","IP",20,31,NA,285,"00:04:45",6.526315789,"gbr","Calotomus carolinus","TRUE","Herbivore Browser"
"483","GBR","Lizard","Calotomus","carolinus","IP",24,16,NA,146,"00:02:26",6.575342466,"gbr","Calotomus carolinus","TRUE","Herbivore Browser"
"484","GBR","Lizard","Calotomus","carolinus","IP",25,54,NA,641,"00:10:41",5.054602184,"gbr","Calotomus carolinus","TRUE","Herbivore Browser"
"485","GBR","Lizard","Calotomus","carolinus","IP",25,17,NA,224,"00:03:44",4.553571429,"gbr","Calotomus carolinus","TRUE","Herbivore Browser"
"486","GBR","Lizard","Calotomus","carolinus","TP",27,11,NA,188,"00:03:08",3.510638298,"gbr","Calotomus carolinus","TRUE","Herbivore Browser"
"487","GBR","Lizard","Calotomus","carolinus","TP",28,9,NA,186,"00:03:06",2.903225806,"gbr","Calotomus carolinus","TRUE","Herbivore Browser"
"488","GBR","Lizard","Calotomus","carolinus","IP",23,22,NA,201,"00:03:21",6.567164179,"gbr","Calotomus carolinus","TRUE","Herbivore Browser"
"489","GBR","Lizard","Calotomus","carolinus","TP",18,36,NA,219,"00:03:39",9.863013699,"gbr","Calotomus carolinus","TRUE","Herbivore Browser"
"490","GBR","Lizard","Calotomus","carolinus","IP",24,14,3,5,"00:03:05",4.540540541,"gbr","Calotomus carolinus","TRUE","Herbivore Browser"
"491","GBR","Lizard","Calotomus","carolinus","TP",32,13,3,0,"00:03:00",4.333333333,"gbr","Calotomus carolinus","TRUE","Herbivore Browser"
"492","GBR","Lizard","Calotomus","carolinus","IP",26,18,3,9,"00:03:09",5.714285714,"gbr","Calotomus carolinus","TRUE","Herbivore Browser"
"493","GBR","Lizard","Chlorurus","microrhinos","IP",17,53,5,6,"00:05:06",10.39215686,"gbr","Chlorurus microrhinos","TRUE","Herbivore Scraper"
"494","GBR","Lizard","Chlorurus","microrhinos","IP",17,51,4,29,"00:04:29",11.37546468,"gbr","Chlorurus microrhinos","TRUE","Herbivore Scraper"
"495","GBR","Lizard","Chlorurus","microrhinos","IP",18,56,6,0,"00:06:00",9.333333333,"gbr","Chlorurus microrhinos","TRUE","Herbivore Scraper"
"496","GBR","Lizard","Chlorurus","microrhinos","IP",18,73,5,10,"00:05:10",14.12903226,"gbr","Chlorurus microrhinos","TRUE","Herbivore Scraper"
"497","GBR","Lizard","Chlorurus","microrhinos","IP",19,48,4,22,"00:04:22",10.99236641,"gbr","Chlorurus microrhinos","TRUE","Herbivore Scraper"
"498","GBR","Lizard","Chlorurus","microrhinos","IP",22,48,4,51,"00:04:51",9.896907216,"gbr","Chlorurus microrhinos","TRUE","Herbivore Scraper"
"499","GBR","Lizard","Chlorurus","microrhinos","IP",23,41,4,22,"00:04:22",9.389312977,"gbr","Chlorurus microrhinos","TRUE","Herbivore Scraper"
"500","GBR","Lizard","Chlorurus","microrhinos","IP",24,47,6,0,"00:06:00",7.833333333,"gbr","Chlorurus microrhinos","TRUE","Herbivore Scraper"
"501","GBR","Lizard","Chlorurus","microrhinos","IP",25,28,6,32,"00:06:32",4.285714286,"gbr","Chlorurus microrhinos","TRUE","Herbivore Scraper"
"502","GBR","Lizard","Chlorurus","microrhinos","IP",25,36,4,14,"00:04:14",8.503937008,"gbr","Chlorurus microrhinos","TRUE","Herbivore Scraper"
"503","GBR","Lizard","Chlorurus","microrhinos","IP",25,37,3,52,"00:03:52",9.568965517,"gbr","Chlorurus microrhinos","TRUE","Herbivore Scraper"
"504","GBR","Lizard","Chlorurus","microrhinos","IP",25,54,4,6,"00:04:06",13.17073171,"gbr","Chlorurus microrhinos","TRUE","Herbivore Scraper"
"505","GBR","Lizard","Chlorurus","microrhinos","IP",26,39,5,23,"00:05:23",7.244582043,"gbr","Chlorurus microrhinos","TRUE","Herbivore Scraper"
"506","GBR","Lizard","Chlorurus","microrhinos","IP",26,43,5,32,"00:05:32",7.771084337,"gbr","Chlorurus microrhinos","TRUE","Herbivore Scraper"
"507","GBR","Lizard","Chlorurus","microrhinos","IP",27,45,4,11,"00:04:11",10.75697211,"gbr","Chlorurus microrhinos","TRUE","Herbivore Scraper"
"508","GBR","Lizard","Chlorurus","microrhinos","IP",27,39,5,32,"00:05:32",7.048192771,"gbr","Chlorurus microrhinos","TRUE","Herbivore Scraper"
"509","GBR","Lizard","Chlorurus","microrhinos","IP",28,24,5,1,"00:05:01",4.784053156,"gbr","Chlorurus microrhinos","TRUE","Herbivore Scraper"
"510","GBR","Lizard","Chlorurus","microrhinos","IP",28,42,3,54,"00:03:54",10.76923077,"gbr","Chlorurus microrhinos","TRUE","Herbivore Scraper"
"511","GBR","Lizard","Chlorurus","microrhinos","IP",29,48,4,39,"00:04:39",10.32258065,"gbr","Chlorurus microrhinos","TRUE","Herbivore Scraper"
"512","GBR","Lizard","Chlorurus","microrhinos","IP",31,47,4,49,"00:04:49",9.757785467,"gbr","Chlorurus microrhinos","TRUE","Herbivore Scraper"
"513","GBR","Lizard","Chlorurus","microrhinos","IP",32,16,3,49,"00:03:49",4.192139738,"gbr","Chlorurus microrhinos","TRUE","Herbivore Scraper"
"514","GBR","Lizard","Chlorurus","microrhinos","IP",32,27,3,40,"00:03:40",7.363636364,"gbr","Chlorurus microrhinos","TRUE","Herbivore Scraper"
"515","GBR","Lizard","Chlorurus","microrhinos","TP",32,36,5,7,"00:05:07",7.035830619,"gbr","Chlorurus microrhinos","TRUE","Herbivore Scraper"
"516","GBR","Lizard","Chlorurus","microrhinos","IP",32,25,3,58,"00:03:58",6.302521008,"gbr","Chlorurus microrhinos","TRUE","Herbivore Scraper"
"517","GBR","Lizard","Chlorurus","microrhinos","IP",33,37,4,45,"00:04:45",7.789473684,"gbr","Chlorurus microrhinos","TRUE","Herbivore Scraper"
"518","GBR","Lizard","Chlorurus","microrhinos","TP",34,15,6,32,"00:06:32",2.295918367,"gbr","Chlorurus microrhinos","TRUE","Herbivore Scraper"
"519","GBR","Lizard","Chlorurus","microrhinos","IP",34,33,4,22,"00:04:22",7.557251908,"gbr","Chlorurus microrhinos","TRUE","Herbivore Scraper"
"520","GBR","Lizard","Chlorurus","microrhinos","TP",34,39,5,17,"00:05:17",7.38170347,"gbr","Chlorurus microrhinos","TRUE","Herbivore Scraper"
"521","GBR","Lizard","Chlorurus","microrhinos","TP",35,13,3,49,"00:03:49",3.406113537,"gbr","Chlorurus microrhinos","TRUE","Herbivore Scraper"
"522","GBR","Lizard","Chlorurus","microrhinos","TP",36,17,4,29,"00:04:29",3.791821561,"gbr","Chlorurus microrhinos","TRUE","Herbivore Scraper"
"523","GBR","Lizard","Chlorurus","microrhinos","TP",38,12,6,32,"00:06:32",1.836734694,"gbr","Chlorurus microrhinos","TRUE","Herbivore Scraper"
"524","GBR","Lizard","Chlorurus","microrhinos","TP",39,58,6,27,"00:06:27",8.992248062,"gbr","Chlorurus microrhinos","TRUE","Herbivore Scraper"
"525","GBR","Lizard","Chlorurus","microrhinos","TP",40,16,3,15,"00:03:15",4.923076923,"gbr","Chlorurus microrhinos","TRUE","Herbivore Scraper"
"526","GBR","Lizard","Chlorurus","microrhinos","TP",40,36,5,33,"00:05:33",6.486486486,"gbr","Chlorurus microrhinos","TRUE","Herbivore Scraper"
"527","GBR","Lizard","Chlorurus","microrhinos","TP",41,21,4,21,"00:04:21",4.827586207,"gbr","Chlorurus microrhinos","TRUE","Herbivore Scraper"
"528","GBR","Lizard","Chlorurus","microrhinos","TP",41,34,6,3,"00:06:03",5.619834711,"gbr","Chlorurus microrhinos","TRUE","Herbivore Scraper"
"529","GBR","Lizard","Chlorurus","microrhinos","TP",41,36,4,28,"00:04:28",8.059701493,"gbr","Chlorurus microrhinos","TRUE","Herbivore Scraper"
"530","GBR","Lizard","Chlorurus","microrhinos","TP",42,20,4,48,"00:04:48",4.166666667,"gbr","Chlorurus microrhinos","TRUE","Herbivore Scraper"
"531","GBR","Lizard","Chlorurus","microrhinos","TP",43,26,5,10,"00:05:10",5.032258065,"gbr","Chlorurus microrhinos","TRUE","Herbivore Scraper"
"532","GBR","Lizard","Chlorurus","microrhinos","TP",44,24,4,54,"00:04:54",4.897959184,"gbr","Chlorurus microrhinos","TRUE","Herbivore Scraper"
"533","GBR","Lizard","Chlorurus","microrhinos","TP",45,13,3,58,"00:03:58",3.277310924,"gbr","Chlorurus microrhinos","TRUE","Herbivore Scraper"
"534","GBR","Lizard","Chlorurus","microrhinos","IP",48,19,4,6,"00:04:06",4.634146341,"gbr","Chlorurus microrhinos","TRUE","Herbivore Scraper"
"535","GBR","Lizard","Chlorurus","microrhinos","TP",48,27,5,14,"00:05:14",5.159235669,"gbr","Chlorurus microrhinos","TRUE","Herbivore Scraper"
"536","GBR","Lizard","Chlorurus","microrhinos","TP",49,19,5,9,"00:05:09",3.689320388,"gbr","Chlorurus microrhinos","TRUE","Herbivore Scraper"
"537","GBR","Lizard","Chlorurus","microrhinos","TP",50,14,5,24,"00:05:24",2.592592593,"gbr","Chlorurus microrhinos","TRUE","Herbivore Scraper"
"538","GBR","Lizard","Chlorurus","microrhinos","TP",55,21,5,4,"00:05:04",4.144736842,"gbr","Chlorurus microrhinos","TRUE","Herbivore Scraper"
"539","GBR","Lizard","Chlorurus","sordidus","IP",9,59,4,8,"00:04:08",14.27419355,"gbr","Chlorurus sordidus","TRUE","Herbivore Scraper"
"540","GBR","Lizard","Chlorurus","sordidus","IP",9,97,4,6,"00:04:06",23.65853659,"gbr","Chlorurus sordidus","TRUE","Herbivore Scraper"
"541","GBR","Lizard","Chlorurus","sordidus","IP",11,68,4,15,"00:04:15",16,"gbr","Chlorurus sordidus","TRUE","Herbivore Scraper"
"542","GBR","Lizard","Chlorurus","sordidus","IP",14,124,4,18,"00:04:18",28.8372093,"gbr","Chlorurus sordidus","TRUE","Herbivore Scraper"
"543","GBR","Lizard","Chlorurus","sordidus","IP",15,117,4,35,"00:04:35",25.52727273,"gbr","Chlorurus sordidus","TRUE","Herbivore Scraper"
"544","GBR","Lizard","Chlorurus","sordidus","IP",15,106,3,54,"00:03:54",27.17948718,"gbr","Chlorurus sordidus","TRUE","Herbivore Scraper"
"545","GBR","Lizard","Chlorurus","sordidus","IP",15,104,3,43,"00:03:43",27.98206278,"gbr","Chlorurus sordidus","TRUE","Herbivore Scraper"
"546","GBR","Lizard","Chlorurus","sordidus","IP",16,69,4,10,"00:04:10",16.56,"gbr","Chlorurus sordidus","TRUE","Herbivore Scraper"
"547","GBR","Lizard","Chlorurus","sordidus","IP",16,75,3,2,"00:03:02",24.72527473,"gbr","Chlorurus sordidus","TRUE","Herbivore Scraper"
"548","GBR","Lizard","Chlorurus","sordidus","IP",16,82,3,36,"00:03:36",22.77777778,"gbr","Chlorurus sordidus","TRUE","Herbivore Scraper"
"549","GBR","Lizard","Chlorurus","sordidus","IP",16,74,3,2,"00:03:02",24.3956044,"gbr","Chlorurus sordidus","TRUE","Herbivore Scraper"
"550","GBR","Lizard","Chlorurus","sordidus","IP",17,74,3,34,"00:03:34",20.74766355,"gbr","Chlorurus sordidus","TRUE","Herbivore Scraper"
"551","GBR","Lizard","Chlorurus","sordidus","IP",18,125,4,12,"00:04:12",29.76190476,"gbr","Chlorurus sordidus","TRUE","Herbivore Scraper"
"552","GBR","Lizard","Chlorurus","sordidus","IP",18,101,3,57,"00:03:57",25.56962025,"gbr","Chlorurus sordidus","TRUE","Herbivore Scraper"
"553","GBR","Lizard","Chlorurus","sordidus","IP",19,115,3,53,"00:03:53",29.61373391,"gbr","Chlorurus sordidus","TRUE","Herbivore Scraper"
"554","GBR","Lizard","Chlorurus","sordidus","IP",19,77,3,39,"00:03:39",21.09589041,"gbr","Chlorurus sordidus","TRUE","Herbivore Scraper"
"555","GBR","Lizard","Chlorurus","sordidus","IP",20,80,4,5,"00:04:05",19.59183673,"gbr","Chlorurus sordidus","TRUE","Herbivore Scraper"
"556","GBR","Lizard","Chlorurus","sordidus","IP",20,112,4,41,"00:04:41",23.91459075,"gbr","Chlorurus sordidus","TRUE","Herbivore Scraper"
"557","GBR","Lizard","Chlorurus","sordidus","TP",21,66,3,40,"00:03:40",18,"gbr","Chlorurus sordidus","TRUE","Herbivore Scraper"
"558","GBR","Lizard","Chlorurus","sordidus","TP",21,64,3,46,"00:03:46",16.99115044,"gbr","Chlorurus sordidus","TRUE","Herbivore Scraper"
"559","GBR","Lizard","Chlorurus","sordidus","IP",21,72,4,28,"00:04:28",16.11940299,"gbr","Chlorurus sordidus","TRUE","Herbivore Scraper"
"560","GBR","Lizard","Chlorurus","sordidus","IP",21,83,3,35,"00:03:35",23.1627907,"gbr","Chlorurus sordidus","TRUE","Herbivore Scraper"
"561","GBR","Lizard","Chlorurus","sordidus","TP",21,83,4,8,"00:04:08",20.08064516,"gbr","Chlorurus sordidus","TRUE","Herbivore Scraper"
"562","GBR","Lizard","Chlorurus","sordidus","TP",22,68,3,40,"00:03:40",18.54545455,"gbr","Chlorurus sordidus","TRUE","Herbivore Scraper"
"563","GBR","Lizard","Chlorurus","sordidus","TP",23,59,4,31,"00:04:31",13.06273063,"gbr","Chlorurus sordidus","TRUE","Herbivore Scraper"
"564","GBR","Lizard","Chlorurus","sordidus","TP",23,72,3,38,"00:03:38",19.81651376,"gbr","Chlorurus sordidus","TRUE","Herbivore Scraper"
"565","GBR","Lizard","Chlorurus","sordidus","TP",23,84,4,3,"00:04:03",20.74074074,"gbr","Chlorurus sordidus","TRUE","Herbivore Scraper"
"566","GBR","Lizard","Chlorurus","sordidus","TP",24,62,4,5,"00:04:05",15.18367347,"gbr","Chlorurus sordidus","TRUE","Herbivore Scraper"
"567","GBR","Lizard","Chlorurus","sordidus","TP",24,49,3,12,"00:03:12",15.3125,"gbr","Chlorurus sordidus","TRUE","Herbivore Scraper"
"568","GBR","Lizard","Chlorurus","sordidus","TP",24,53,3,8,"00:03:08",16.91489362,"gbr","Chlorurus sordidus","TRUE","Herbivore Scraper"
"569","GBR","Lizard","Chlorurus","sordidus","TP",24,64,4,46,"00:04:46",13.42657343,"gbr","Chlorurus sordidus","TRUE","Herbivore Scraper"
"570","GBR","Lizard","Chlorurus","sordidus","TP",24,47,3,59,"00:03:59",11.79916318,"gbr","Chlorurus sordidus","TRUE","Herbivore Scraper"
"571","GBR","Lizard","Chlorurus","sordidus","TP",24,62,4,35,"00:04:35",13.52727273,"gbr","Chlorurus sordidus","TRUE","Herbivore Scraper"
"572","GBR","Lizard","Chlorurus","sordidus","TP",24,69,4,4,"00:04:04",16.96721311,"gbr","Chlorurus sordidus","TRUE","Herbivore Scraper"
"573","GBR","Lizard","Chlorurus","sordidus","TP",24,56,4,6,"00:04:06",13.65853659,"gbr","Chlorurus sordidus","TRUE","Herbivore Scraper"
"574","GBR","Lizard","Chlorurus","sordidus","TP",24,81,5,7,"00:05:07",15.83061889,"gbr","Chlorurus sordidus","TRUE","Herbivore Scraper"
"575","GBR","Lizard","Chlorurus","sordidus","TP",25,64,3,13,"00:03:13",19.89637306,"gbr","Chlorurus sordidus","TRUE","Herbivore Scraper"
"576","GBR","Lizard","Chlorurus","sordidus","TP",25,57,3,49,"00:03:49",14.93449782,"gbr","Chlorurus sordidus","TRUE","Herbivore Scraper"
"577","GBR","Lizard","Chlorurus","sordidus","TP",25,50,3,6,"00:03:06",16.12903226,"gbr","Chlorurus sordidus","TRUE","Herbivore Scraper"
"578","GBR","Lizard","Chlorurus","sordidus","TP",25,45,4,2,"00:04:02",11.15702479,"gbr","Chlorurus sordidus","TRUE","Herbivore Scraper"
"579","GBR","Lizard","Chlorurus","sordidus","TP",25,44,4,13,"00:04:13",10.43478261,"gbr","Chlorurus sordidus","TRUE","Herbivore Scraper"
"580","GBR","Lizard","Chlorurus","sordidus","TP",25,39,3,9,"00:03:09",12.38095238,"gbr","Chlorurus sordidus","TRUE","Herbivore Scraper"
"581","GBR","Lizard","Chlorurus","sordidus","TP",25,64,4,10,"00:04:10",15.36,"gbr","Chlorurus sordidus","TRUE","Herbivore Scraper"
"582","GBR","Lizard","Chlorurus","sordidus","TP",25,69,4,0,"00:04:00",17.25,"gbr","Chlorurus sordidus","TRUE","Herbivore Scraper"
"583","GBR","Lizard","Chlorurus","sordidus","TP",25,69,4,5,"00:04:05",16.89795918,"gbr","Chlorurus sordidus","TRUE","Herbivore Scraper"
"584","GBR","Lizard","Chlorurus","sordidus","TP",26,71,4,12,"00:04:12",16.9047619,"gbr","Chlorurus sordidus","TRUE","Herbivore Scraper"
"585","GBR","Lizard","Chlorurus","sordidus","TP",26,44,3,14,"00:03:14",13.60824742,"gbr","Chlorurus sordidus","TRUE","Herbivore Scraper"
"586","GBR","Lizard","Chlorurus","sordidus","TP",26,57,4,19,"00:04:19",13.2046332,"gbr","Chlorurus sordidus","TRUE","Herbivore Scraper"
"587","GBR","Lizard","Chlorurus","sordidus","TP",26,52,3,29,"00:03:29",14.92822967,"gbr","Chlorurus sordidus","TRUE","Herbivore Scraper"
"588","GBR","Lizard","Chlorurus","sordidus","TP",26,44,4,11,"00:04:11",10.51792829,"gbr","Chlorurus sordidus","TRUE","Herbivore Scraper"
"589","GBR","Lizard","Chlorurus","sordidus","TP",26,44,3,46,"00:03:46",11.68141593,"gbr","Chlorurus sordidus","TRUE","Herbivore Scraper"
"590","GBR","Lizard","Chlorurus","sordidus","TP",26,89,5,3,"00:05:03",17.62376238,"gbr","Chlorurus sordidus","TRUE","Herbivore Scraper"
"591","GBR","Lizard","Chlorurus","sordidus","TP",26,85,4,42,"00:04:42",18.08510638,"gbr","Chlorurus sordidus","TRUE","Herbivore Scraper"
"592","GBR","Lizard","Chlorurus","sordidus","TP",27,49,4,3,"00:04:03",12.09876543,"gbr","Chlorurus sordidus","TRUE","Herbivore Scraper"
"593","GBR","Lizard","Chlorurus","sordidus","TP",27,72,5,28,"00:05:28",13.17073171,"gbr","Chlorurus sordidus","TRUE","Herbivore Scraper"
"594","GBR","Lizard","Chlorurus","sordidus","TP",27,65,4,52,"00:04:52",13.35616438,"gbr","Chlorurus sordidus","TRUE","Herbivore Scraper"
"595","GBR","Lizard","Chlorurus","sordidus","TP",27,59,4,12,"00:04:12",14.04761905,"gbr","Chlorurus sordidus","TRUE","Herbivore Scraper"
"596","GBR","Lizard","Chlorurus","sordidus","TP",28,67,4,51,"00:04:51",13.81443299,"gbr","Chlorurus sordidus","TRUE","Herbivore Scraper"
"597","GBR","Lizard","Chlorurus","sordidus","IP",16,36,3,15,"00:03:15",11.07692308,"gbr","Chlorurus sordidus","TRUE","Herbivore Scraper"
"598","GBR","Lizard","Hipposcarus","longiceps","IP",14,68,NA,300,"00:05:00",13.6,"gbr","Hipposcarus longiceps","TRUE","Herbivore Scraper"
"599","GBR","Lizard","Hipposcarus","longiceps","IP",15,71,NA,274,"00:04:34",15.54744526,"gbr","Hipposcarus longiceps","TRUE","Herbivore Scraper"
"600","GBR","Lizard","Hipposcarus","longiceps","IP",18,32,NA,134,"00:02:14",14.32835821,"gbr","Hipposcarus longiceps","TRUE","Herbivore Scraper"
"601","GBR","Lizard","Hipposcarus","longiceps","IP",20,44,NA,271,"00:04:31",9.741697417,"gbr","Hipposcarus longiceps","TRUE","Herbivore Scraper"
"602","GBR","Lizard","Hipposcarus","longiceps","IP",22,36,NA,212,"00:03:32",10.18867925,"gbr","Hipposcarus longiceps","TRUE","Herbivore Scraper"
